starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	7
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	7
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:02 2023	1695938882	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:06 2023	1695938886	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	8	8
Thu Sep 28 18:08:03 2023	1695938883	0	8	8	8
Thu Sep 28 18:08:05 2023	1695938885	0	8	8	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	9	8
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	8
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	8
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	8
Thu Sep 28 18:08:04 2023	1695938884	0	8	9	8
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	8
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	8
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	8
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	8
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	8
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	8
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	8
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	8
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	8
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	8
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:02 2023	1695938882	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	8
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	8
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	8
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	8
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:02 2023	1695938882	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:02 2023	1695938882	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:02 2023	1695938882	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:06 2023	1695938886	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:02 2023	1695938882	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	9	9
Thu Sep 28 18:08:05 2023	1695938885	0	9	9	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	9	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	10	9
Thu Sep 28 18:08:04 2023	1695938884	0	9	10	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	10	9
Thu Sep 28 18:08:03 2023	1695938883	0	9	10	9
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	9
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	9
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	9
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	9
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	9
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:06 2023	1695938886	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	9
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:02 2023	1695938882	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:04 2023	1695938884	0	10	10	10
Thu Sep 28 18:08:06 2023	1695938886	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:06 2023	1695938886	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:03 2023	1695938883	0	10	10	10
Thu Sep 28 18:08:05 2023	1695938885	0	10	11	10
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	10
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	10
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	10
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	10
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	10
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	10
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	10
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	10
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:06 2023	1695938886	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:06 2023	1695938886	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:06 2023	1695938886	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:02 2023	1695938882	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:06 2023	1695938886	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	11	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	11	11
Thu Sep 28 18:08:03 2023	1695938883	0	11	12	11
Thu Sep 28 18:08:04 2023	1695938884	0	11	12	11
Thu Sep 28 18:08:05 2023	1695938885	0	11	12	11
Thu Sep 28 18:08:06 2023	1695938886	0	12	12	11
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	11
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	11
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	11
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	11
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:06 2023	1695938886	0	12	12	12
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	11
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:02 2023	1695938882	0	12	12	11
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	11
Thu Sep 28 18:08:02 2023	1695938882	0	12	12	11
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	11
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:06 2023	1695938886	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	11
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:02 2023	1695938882	0	12	12	12
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:05 2023	1695938885	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:03 2023	1695938883	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
Thu Sep 28 18:08:06 2023	1695938886	0	12	12	12
Thu Sep 28 18:08:04 2023	1695938884	0	12	12	12
